record_id,participant_id,task_type,landmark_id,initial_density,first_participant_initiated_density,committed_density,initial_match,first_participant_initiated_match,changed_from_initial,changed_after_first_participant_initiated_state,viewed_all_four,revisited_any_state,returned_to_initial,adjacent_transitions,skip_transitions,noop_transitions,return_transitions,direction_reversals,net_initial_to_final,sequence_length,switch_count,unique_levels_viewed,selection_time_s,total_dwell_s,dwell_empty_s,dwell_share_empty,dwell_low_s,dwell_share_low,dwell_moderate_s,dwell_share_moderate,dwell_high_s,dwell_share_high
P007_T4,P007,visit,notre_dame,moderate,low,empty,0,0,1,1,1,1,1,3,1,0,1,2,-2,5,4,4,14.198,14.198,2.991,0.2106634737286941,4.441,0.312790533878011,4.988,0.3513170869136498,1.778,0.125228905479645
P008_T1,P008,visit,colosseum,high,empty,moderate,0,0,1,1,1,1,1,14,2,0,13,8,-1,17,16,4,30.851,30.851000000000003,1.963,0.06362840750705,8.881,0.2878674921396389,11.726,0.3800849243136365,8.281,0.2684191760396746
P008_T2,P008,feature,cologne,moderate,empty,moderate,1,0,0,1,1,1,1,4,1,0,2,2,0,6,5,4,8.753,8.754999999999999,0.504,0.0575671045117076,0.47,0.0536836093660765,5.066,0.5786407766990291,2.715,0.3101085094231868
P008_T3,P008,visit,notre_dame,empty,low,moderate,0,0,1,1,1,1,1,10,2,0,9,5,2,13,12,4,42.51,42.510000000000005,25.67,0.6038579157845213,2.508,0.0589978828510938,4.056,0.0954128440366972,10.276,0.2417313573276875
P008_T4,P008,feature,duomo,low,empty,moderate,0,0,1,1,1,1,1,5,0,0,2,2,1,6,5,4,11.772,11.772,0.98,0.0832483860006795,3.962,0.336561331974176,3.704,0.3146449201495073,3.126,0.2655453618756371
P009_T1,P009,visit,cologne,empty,low,moderate,0,0,1,1,1,1,1,8,1,0,6,3,2,10,9,4,25.591,25.591,6.803,0.2658356453440663,4.042,0.1579461529443945,10.2,0.3985776249462701,4.546,0.177640576765269
P009_T2,P009,feature,notre_dame,moderate,empty,empty,0,1,1,0,1,1,1,7,4,0,8,6,-2,12,11,4,45.263,45.263000000000005,14.256,0.3149592382299008,5.041,0.1113713187371583,20.707,0.4574818284249828,5.259,0.1161876146079579
P009_T3,P009,visit,colosseum,high,empty,moderate,0,0,1,1,1,1,1,6,1,0,4,4,-1,8,7,4,20.55,20.55,2.197,0.1069099756690997,1.642,0.0799026763990267,11.009,0.5357177615571777,5.702,0.2774695863746959
P009_T4,P009,feature,duomo,low,empty,empty,0,1,1,0,1,1,1,4,4,0,5,4,-1,9,8,4,20.257,20.257,6.03,0.2976748778200128,4.957,0.2447055338895196,2.94,0.1451350150565236,6.33,0.3124845732339438
P010_T1,P010,feature,notre_dame,moderate,empty,low,0,0,1,1,1,1,1,3,2,0,2,2,-1,6,5,4,14.765,14.765999999999998,0.576,0.0390085331166192,2.077,0.1406609779222538,8.697,0.5889882161722877,3.416,0.2313422727888392
P010_T2,P010,visit,duomo,high,empty,low,0,0,1,1,1,1,1,5,1,0,3,2,-2,7,6,4,7.851,7.851,0.559,0.0712011208763215,2.231,0.2841676219589861,1.315,0.1674945866768564,3.746,0.4771366704878359
P010_T3,P010,feature,colosseum,low,empty,low,1,0,0,1,1,1,1,4,1,0,2,2,0,6,5,4,13.988,13.988,0.496,0.0354589648269945,11.728,0.8384329425221618,0.588,0.0420360308836145,1.176,0.084072061767229
P010_T4,P010,visit,cologne,empty,low,low,0,1,1,0,1,1,1,4,1,0,2,2,1,6,5,4,7.77,7.771,4.322,0.5561703770428517,1.864,0.2398661690902072,0.449,0.0577789216317076,1.136,0.1461845322352335
P011_T1,P011,feature,colosseum,high,low,moderate,0,0,1,1,0,0,0,1,1,0,0,1,-1,3,2,3,12.564,12.554,0.0,0.0,1.178,0.0938346343794806,4.025,0.3206149434443205,7.351,0.5855504221761988
